Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds,Safe
92,12:10,361,1
100,12:15,724,1
97,12:20,367,1
105,12:25,732,0
99,12:30,329,1
94,12:35,414,1
116,12:40,396,0
96,12:45,246,1
110,12:50,561,0
93,12:55,393,1
102,13:00,284,0
99,13:05,504,1
82,13:10,311,1
95,13:15,440,1
101,13:20,638,0
99,13:25,325,1
96,13:30,418,1
84,13:35,538,1
98,13:40,363,1
101,13:45,705,0
103,13:50,886,0
92,13:55,503,1
103,14:00,482,0
104,14:05,385,0
105,14:10,690,0
85,14:15,383,1
101,14:20,268,0
108,14:25,664,0
99,14:30,483,1
104,14:35,637,0
109,14:40,436,0
114,14:45,772,0
101,14:50,474,0
108,14:55,520,0
101,15:00,680,0
111,15:05,401,0
82,15:10,424,1
105,15:15,455,0
95,15:20,368,1
93,15:25,539,1
88,15:30,346,1
97,15:35,507,1
105,15:40,731,0
116,15:45,309,0
109,15:50,479,0
98,15:55,465,1
107,16:00,601,0
103,16:05,521,0
87,16:10,272,1
115,16:15,306,0
100,16:20,737,1
90,16:25,522,1
89,16:30,320,1
105,16:35,786,0
96,16:40,370,1
105,16:45,509,0
80,16:50,247,1
98,16:55,320,1
93,17:00,363,1
75,17:05,419,1
85,17:10,454,1
100,17:15,727,1
85,17:20,519,1
99,17:25,342,1
99,17:30,267,1
94,17:35,264,1
82,17:40,279,1
91,17:45,457,1
91,17:50,449,1
81,17:55,384,1
84,18:00,401,1
75,18:05,436,1
88,18:10,458,1
94,18:15,307,1
82,18:20,435,1
89,18:25,299,1
87,18:30,456,1
72,18:35,343,1
74,18:40,503,1
64,18:45,278,1
80,18:50,443,1
83,18:55,388,1
75,19:00,286,1
84,19:05,368,1
77,19:10,428,1
76,19:15,303,1
81,19:20,353,1
87,19:25,429,1
85,19:30,420,1
72,19:35,359,1
76,19:40,368,1
60,19:45,176,1
82,19:50,450,1
77,19:55,394,1
64,20:00,450,1
56,20:05,384,1
65,20:10,250,1
54,20:15,369,1
63,20:20,235,1
52,20:25,521,1
58,20:30,292,1
56,20:35,289,1
54,20:40,331,1
51,20:45,326,1
45,20:50,211,1
41,20:55,208,1
43,21:00,146,1
54,21:05,370,1
57,21:10,530,1
53,21:15,400,1
45,21:20,266,1
45,21:25,178,1
45,21:30,169,1
36,21:35,208,1
39,21:40,205,1
49,21:45,156,1
39,21:50,182,1
38,21:55,188,1
36,22:00,134,1
26,22:05,184,1
29,22:10,208,1
41,22:15,163,1
39,22:20,234,1
28,22:25,137,1
29,22:30,253,1
22,22:35,226,1
25,22:40,213,1
28,22:45,198,1
19,22:50,279,1
17,22:55,212,1
14,23:00,209,1
22,23:05,144,1
21,23:10,227,1
22,23:15,190,1
18,23:20,175,1
21,23:25,203,1
8,23:30,154,1
17,23:35,222,1
16,23:40,223,1
17,23:45,245,1
10,23:50,236,1
16,23:55,225,1
11,0:00,126,1
14,0:05,125,1
13,0:10,177,1
5,0:15,228,1
11,0:20,210,1
11,0:25,199,1
11,0:30,158,1
11,0:35,249,1
7,0:40,197,1
7,0:45,211,1
9,0:50,189,1
4,0:55,142,1
6,1:00,163,1
3,1:05,193,1
6,1:10,221,1
11,1:15,172,1
3,1:20,189,1
4,1:25,264,1
5,1:30,218,1
4,1:35,237,1
1,1:40,267,1
4,1:45,139,1
2,1:50,238,1
2,1:55,246,1
7,2:00,223,1
5,2:05,198,1
5,2:10,150,1
8,2:15,171,1
6,2:20,208,1
3,2:25,221,1
2,2:30,205,1
6,2:35,192,1
7,2:40,140,1
3,2:45,183,1
2,2:50,213,1
3,2:55,240,1
1,3:00,161,1
4,3:05,101,1
6,3:10,137,1
4,3:15,163,1
7,3:20,178,1
7,3:25,204,1
7,3:30,254,1
5,3:35,209,1
6,3:40,208,1
11,3:45,203,1
10,3:50,225,1
6,3:55,242,1
6,4:00,185,1
5,4:05,227,1
12,4:10,120,1
7,4:15,183,1
5,4:20,200,1
17,4:25,238,1
15,4:30,190,1
25,4:35,172,1
38,4:40,208,1
27,4:45,259,1
35,4:50,163,1
28,4:55,189,1
32,5:00,185,1
47,5:05,145,1
53,5:10,215,1
50,5:15,247,1
59,5:20,273,1
59,5:25,466,1
66,5:30,389,1
68,5:35,377,1
81,5:40,452,1
72,5:45,428,1
87,5:50,458,1
77,5:55,387,1
83,6:00,262,1
81,6:05,395,1
114,6:10,579,0
118,6:15,385,0
160,6:20,623,0
119,6:25,662,0
127,6:30,743,0
152,6:35,622,0
170,6:40,733,0
162,6:45,824,0
136,6:50,966,0
133,6:55,726,0
144,7:00,624,0
130,7:05,759,0
129,7:10,723,0
138,7:15,1295,0
128,7:20,462,0
107,7:25,324,0
83,7:30,486,1
86,7:35,262,1
77,7:40,400,1
70,7:45,377,1
85,7:50,281,1
70,7:55,294,1
79,8:00,548,1
82,8:05,467,1
80,8:10,439,1
82,8:15,352,1
85,8:20,402,1
77,8:25,377,1
72,8:30,433,1
67,8:35,319,1
66,8:40,449,1
85,8:45,288,1
72,8:50,467,1
76,8:55,296,1
89,9:00,401,1
88,9:05,208,1
90,9:10,298,1
105,9:15,718,0
105,9:20,434,0
106,9:25,441,0
123,9:30,599,0
104,9:35,343,0
114,9:40,357,0
99,9:45,403,1
90,9:50,428,1
98,9:55,494,1
97,10:00,273,1
111,10:05,817,0
122,10:10,351,0
121,10:15,855,0
113,10:20,726,0
109,10:25,755,0
99,10:30,323,1
110,10:35,456,0
110,10:40,679,0
109,10:45,411,0
112,10:50,402,0
99,10:55,426,1
91,11:00,372,1
102,11:05,463,0
113,11:10,712,0
99,11:15,391,1
107,11:20,597,0
110,11:25,570,0
82,11:30,337,1
94,11:35,363,1
115,11:40,483,0
96,11:45,424,1
124,11:50,562,0
111,11:55,285,0
100,12:00,385,1
108,12:05,762,0
99,12:10,524,1
101,12:15,766,0
104,12:20,461,0
104,12:25,663,0
113,12:30,662,0
97,12:35,221,1
87,12:40,422,1
103,12:45,795,0
101,12:50,301,0
83,12:55,301,1
91,13:00,282,1
88,13:05,505,1
90,13:10,395,1
101,13:15,515,0
103,13:20,743,0
114,13:25,612,0
95,13:30,391,1
90,13:35,264,1
110,13:40,382,0
96,13:45,418,1
105,13:50,917,0
104,13:55,709,0
91,14:00,374,1
76,14:05,536,1
103,14:10,627,0
84,14:15,433,1
102,14:20,437,0
108,14:25,436,0
85,14:30,326,1
109,14:35,532,0
130,14:40,414,0
115,14:45,708,0
110,14:50,291,0
112,14:55,365,0
112,15:00,697,0
101,15:05,467,0
91,15:10,509,1
101,15:15,631,0
107,15:20,537,0
119,15:25,396,0
101,15:30,770,0
88,15:35,332,1
93,15:40,506,1
111,15:45,666,0
93,15:50,503,1
95,15:55,226,1
90,16:00,291,1
86,16:05,430,1
89,16:10,435,1
103,16:15,647,0
116,16:20,659,0
81,16:25,242,1
86,16:30,210,1
96,16:35,428,1
94,16:40,349,1
98,16:45,391,1
88,16:50,405,1
78,16:55,331,1
89,17:00,382,1
88,17:05,523,1
101,17:10,497,0
102,17:15,798,0
104,17:20,811,0
89,17:25,473,1
89,17:30,491,1
90,17:35,286,1
90,17:40,418,1
88,17:45,460,1
80,17:50,298,1
76,17:55,273,1
73,18:00,373,1
81,18:05,312,1
77,18:10,489,1
67,18:15,375,1
93,18:20,261,1
85,18:25,387,1
82,18:30,361,1
85,18:35,473,1
96,18:40,310,1
88,18:45,302,1
83,18:50,535,1
106,18:55,552,0
92,19:00,400,1
83,19:05,399,1
85,19:10,192,1
98,19:15,246,1
88,19:20,298,1
84,19:25,318,1
97,19:30,469,1
93,19:35,346,1
97,19:40,265,1
91,19:45,410,1
90,19:50,408,1
95,19:55,390,1
78,20:00,316,1
60,20:05,475,1
59,20:10,483,1
67,20:15,303,1
60,20:20,370,1
66,20:25,298,1
73,20:30,359,1
78,20:35,443,1
70,20:40,519,1
67,20:45,291,1
45,20:50,190,1
59,20:55,258,1
56,21:00,424,1
59,21:05,509,1
52,21:10,469,1
61,21:15,258,1
52,21:20,489,1
49,21:25,281,1
58,21:30,438,1
55,21:35,375,1
62,21:40,296,1
45,21:45,211,1
49,21:50,189,1
40,21:55,216,1
40,22:00,166,1
43,22:05,175,1
46,22:10,191,1
48,22:15,160,1
42,22:20,191,1
39,22:25,258,1
33,22:30,183,1
45,22:35,246,1
31,22:40,162,1
25,22:45,165,1
40,22:50,229,1
37,22:55,168,1
40,23:00,195,1
24,23:05,160,1
29,23:10,209,1
27,23:15,156,1
27,23:20,279,1
18,23:25,162,1
22,23:30,189,1
21,23:35,244,1
24,23:40,205,1
32,23:45,200,1
22,23:50,247,1
18,23:55,265,1
15,0:00,258,1
12,0:05,230,1
8,0:10,140,1
18,0:15,244,1
11,0:20,216,1
10,0:25,201,1
7,0:30,227,1
15,0:35,182,1
7,0:40,208,1
9,0:45,131,1
10,0:50,191,1
3,0:55,150,1
6,1:00,127,1
9,1:05,187,1
9,1:10,268,1
7,1:15,137,1
5,1:20,220,1
7,1:25,179,1
10,1:30,164,1
3,1:35,152,1
8,1:40,112,1
6,1:45,171,1
6,1:50,158,1
3,1:55,214,1
8,2:00,147,1
1,2:05,212,1
4,2:10,223,1
8,2:15,162,1
9,2:20,250,1
9,2:25,262,1
9,2:30,188,1
6,2:35,198,1
8,2:40,216,1
8,2:45,144,1
6,2:50,239,1
5,2:55,232,1
4,3:00,190,1
5,3:05,235,1
14,3:10,219,1
7,3:15,213,1
4,3:20,177,1
6,3:25,159,1
9,3:30,198,1
8,3:35,171,1
8,3:40,257,1
13,3:45,179,1
12,3:50,220,1
10,3:55,208,1
9,4:00,155,1
18,4:05,175,1
19,4:10,187,1
23,4:15,221,1
13,4:20,291,1
25,4:25,197,1
22,4:30,243,1
24,4:35,219,1
38,4:40,217,1
45,4:45,169,1
54,4:50,533,1
47,4:55,120,1
74,5:00,397,1
54,5:05,463,1
66,5:10,307,1
68,5:15,264,1
65,5:20,453,1
88,5:25,409,1
78,5:30,444,1
92,5:35,394,1
106,5:40,749,0
91,5:45,510,1
116,5:50,839,0
109,5:55,606,0
96,6:00,397,1
119,6:05,566,0
123,6:10,486,0
127,6:15,699,0
151,6:20,774,0
157,6:25,792,0
146,6:30,581,0
170,6:35,1093,0
171,6:40,714,0
164,6:45,1130,0
140,6:50,1015,0
129,6:55,740,0
136,7:00,1190,0
142,7:05,1211,0
133,7:10,777,0
112,7:15,649,0
97,7:20,434,1
89,7:25,381,1
81,7:30,397,1
81,7:35,382,1
90,7:40,333,1
80,7:45,369,1
70,7:50,308,1
86,7:55,281,1
88,8:00,585,1
72,8:05,437,1
76,8:10,217,1
75,8:15,418,1
71,8:20,352,1
75,8:25,473,1
72,8:30,325,1
83,8:35,284,1
78,8:40,279,1
82,8:45,386,1
72,8:50,214,1
80,8:55,407,1
86,9:00,493,1
88,9:05,328,1
84,9:10,214,1
105,9:15,269,0
100,9:20,393,1
113,9:25,419,0
103,9:30,398,0
114,9:35,450,0
129,9:40,495,0
107,9:45,622,0
126,9:50,558,0
94,9:55,335,1
102,10:00,525,0
120,10:05,737,0
102,10:10,499,0
97,10:15,469,1
93,10:20,319,1
111,10:25,708,0
111,10:30,470,0
99,10:35,397,1
115,10:40,697,0
106,10:45,670,0
112,10:50,688,0
98,10:55,438,1
104,11:00,353,0
88,11:05,348,1
97,11:10,473,1
108,11:15,553,0
119,11:20,431,0
98,11:25,444,1
111,11:30,612,0
112,11:35,483,0
104,11:40,485,0
109,11:45,766,0
102,11:50,489,0
117,11:55,739,0
89,12:00,344,1
86,12:05,398,1
94,12:10,353,1
88,12:15,367,1
93,12:20,415,1
118,12:25,593,0
106,12:30,463,0
105,12:35,505,0
116,12:40,573,0
99,12:45,299,1
105,12:50,635,0
90,12:55,489,1
84,13:00,378,1
88,13:05,345,1
90,13:10,411,1
102,13:15,680,0
94,13:20,441,1
93,13:25,466,1
99,13:30,312,1
102,13:35,741,0
95,13:40,254,1
103,13:45,357,0
81,13:50,329,1
59,13:55,366,1
81,14:00,382,1
94,14:05,289,1
74,14:10,274,1
90,14:15,406,1
109,14:20,493,0
123,14:25,264,0
92,14:30,289,1
97,14:35,469,1
111,14:40,335,0
119,14:45,812,0
103,14:50,322,0
94,14:55,590,1
69,15:00,542,1
108,15:05,686,0
86,15:10,448,1
82,15:15,418,1
97,15:20,287,1
89,15:25,426,1
113,15:30,730,0
92,15:35,487,1
96,15:40,336,1
100,15:45,746,1
94,15:50,301,1
89,15:55,384,1
97,16:00,433,1
77,16:05,227,1
98,16:10,233,1
95,16:15,269,1
75,16:20,450,1
83,16:25,439,1
92,16:30,315,1
87,16:35,345,1
84,16:40,341,1
94,16:45,306,1
79,16:50,219,1
74,16:55,405,1
83,17:00,338,1
84,17:05,318,1
99,17:10,521,1
96,17:15,416,1
87,17:20,381,1
113,17:25,473,0
87,17:30,453,1
65,17:35,384,1
91,17:40,450,1
80,17:45,301,1
80,17:50,501,1
72,17:55,333,1
84,18:00,428,1
72,18:05,208,1
90,18:10,306,1
70,18:15,193,1
89,18:20,443,1
70,18:25,333,1
79,18:30,387,1
71,18:35,357,1
67,18:40,459,1
68,18:45,208,1
61,18:50,287,1
70,18:55,389,1
67,19:00,410,1
54,19:05,337,1
58,19:10,359,1
67,19:15,420,1
60,19:20,523,1
51,19:25,302,1
74,19:30,307,1
59,19:35,331,1
70,19:40,192,1
54,19:45,277,1
52,19:50,506,1
58,19:55,249,1
66,20:00,523,1
51,20:05,314,1
52,20:10,323,1
56,20:15,337,1
56,20:20,445,1
47,20:25,184,1
37,20:30,140,1
52,20:35,303,1
43,20:40,272,1
39,20:45,265,1
44,20:50,227,1
40,20:55,135,1
38,21:00,240,1
33,21:05,251,1
30,21:10,242,1
46,21:15,167,1
46,21:20,112,1
42,21:25,187,1
38,21:30,179,1
34,21:35,214,1
31,21:40,207,1
38,21:45,258,1
36,21:50,142,1
26,21:55,225,1
23,22:00,198,1
21,22:05,178,1
31,22:10,166,1
22,22:15,199,1
23,22:20,197,1
29,22:25,202,1
22,22:30,186,1
28,22:35,178,1
16,22:40,203,1
13,22:45,208,1
18,22:50,161,1
16,22:55,233,1
19,23:00,230,1
26,23:05,160,1
10,23:10,130,1
12,23:15,203,1
20,23:20,247,1
14,23:25,206,1
14,23:30,115,1
17,23:35,175,1
8,23:40,210,1
13,23:45,144,1
16,23:50,151,1
12,23:55,260,1
6,0:00,212,1
13,0:05,121,1
5,0:10,175,1
9,0:15,127,1
3,0:20,207,1
16,0:25,274,1
10,0:30,199,1
5,0:35,229,1
9,0:40,235,1
11,0:45,259,1
5,0:50,194,1
6,0:55,151,1
4,1:00,173,1
7,1:05,144,1
6,1:10,147,1
4,1:15,232,1
3,1:20,235,1
5,1:25,168,1
5,1:30,187,1
2,1:35,194,1
5,1:40,158,1
3,1:45,285,1
2,1:50,183,1
3,1:55,244,1
6,2:00,197,1
6,2:05,169,1
2,2:10,163,1
8,2:15,149,1
3,2:20,248,1
6,2:25,263,1
4,2:30,194,1
5,2:35,167,1
7,2:40,257,1
4,2:45,157,1
10,2:50,273,1
4,2:55,199,1
8,3:00,217,1
13,3:05,192,1
4,3:10,218,1
2,3:15,198,1
3,3:20,254,1
3,3:25,182,1
5,3:30,173,1
5,3:35,174,1
11,3:40,194,1
4,3:45,217,1
5,3:50,216,1
8,3:55,112,1
14,4:00,249,1
10,4:05,227,1
9,4:10,199,1
10,4:15,180,1
14,4:20,195,1
23,4:25,204,1
17,4:30,208,1
23,4:35,291,1
27,4:40,143,1
28,4:45,118,1
52,4:50,384,1
40,4:55,229,1
72,5:00,327,1
52,5:05,457,1
62,5:10,460,1
62,5:15,378,1
61,5:20,379,1
79,5:25,423,1
74,5:30,274,1
100,5:35,578,1
117,5:40,314,0
108,5:45,850,0
110,5:50,356,0
93,5:55,477,1
118,6:00,475,0
110,6:05,486,0
122,6:10,791,0
128,6:15,431,0
146,6:20,680,0
154,6:25,946,0
160,6:30,537,0
169,6:35,648,0
145,6:40,845,0
180,6:45,1022,0
127,6:50,354,0
127,6:55,365,0
152,7:00,817,0
129,7:05,784,0
134,7:10,713,0
95,7:15,253,1
93,7:20,474,1
76,7:25,330,1
76,7:30,298,1
88,7:35,519,1
87,7:40,347,1
71,7:45,366,1
71,7:50,521,1
76,7:55,430,1
68,8:00,229,1
67,8:05,352,1
62,8:10,284,1
70,8:15,492,1
71,8:20,514,1
65,8:25,408,1
61,8:30,444,1
72,8:35,425,1
61,8:40,287,1
66,8:45,401,1
72,8:50,394,1
70,8:55,338,1
76,9:00,311,1
85,9:05,502,1
84,9:10,328,1
87,9:15,413,1
107,9:20,603,0
92,9:25,335,1
96,9:30,246,1
87,9:35,388,1
111,9:40,477,0
110,9:45,517,0
108,9:50,656,0
114,9:55,601,0
96,10:00,415,1
96,10:05,269,1
106,10:10,319,0
115,10:15,326,0
115,10:20,300,0
108,10:25,360,0
110,10:30,538,0
126,10:35,436,0
100,10:40,473,1
122,10:45,726,0
112,10:50,617,0
112,10:55,590,0
108,11:00,711,0
101,11:05,536,0
102,11:10,767,0
101,11:15,539,0
112,11:20,618,0
101,11:25,499,0
101,11:30,465,0
90,11:35,390,1
100,11:40,571,1
117,11:45,374,0
118,11:50,640,0
88,11:55,446,1
100,12:00,263,1
91,12:05,331,1
86,12:10,252,1
101,12:15,477,0
96,12:20,362,1
92,12:25,356,1
91,12:30,564,1
93,12:35,346,1
75,12:40,244,1
97,12:45,292,1
83,12:50,401,1
99,12:55,297,1
91,13:00,324,1
98,13:05,361,1
82,13:10,317,1
103,13:15,522,0
85,13:20,375,1
85,13:25,450,1
83,13:30,263,1
89,13:35,486,1
88,13:40,345,1
115,13:45,735,0
89,13:50,286,1
92,13:55,342,1
84,14:00,258,1
96,14:05,373,1
105,14:10,532,0
98,14:15,420,1
101,14:20,535,0
108,14:25,837,0
105,14:30,592,0
89,14:35,327,1
116,14:40,556,0
106,14:45,410,0
103,14:50,509,0
92,14:55,451,1
110,15:00,570,0
90,15:05,376,1
107,15:10,763,0
58,15:15,443,1
117,15:20,493,0
112,15:25,318,0
114,15:30,366,0
102,15:35,693,0
104,15:40,309,0
117,15:45,778,0
90,15:50,409,1
93,15:55,429,1
99,16:00,299,1
106,16:05,674,0
101,16:10,377,0
97,16:15,403,1
71,16:20,306,1
107,16:25,780,0
82,16:30,514,1
78,16:35,395,1
93,16:40,216,1
90,16:45,437,1
95,16:50,376,1
82,16:55,356,1
86,17:00,368,1
90,17:05,508,1
84,17:10,340,1
106,17:15,514,0
91,17:20,360,1
102,17:25,775,0
86,17:30,436,1
86,17:35,568,1
92,17:40,297,1
86,17:45,521,1
76,17:50,240,1
74,17:55,459,1
63,18:00,377,1
78,18:05,300,1
79,18:10,219,1
64,18:15,435,1
22,18:20,196,1
102,18:25,387,0
105,18:30,376,0
97,18:35,502,1
70,18:40,310,1
72,18:45,305,1
83,18:50,474,1
62,18:55,351,1
77,19:00,487,1
80,19:05,508,1
97,19:10,326,1
77,19:15,485,1
75,19:20,510,1
77,19:25,294,1
66,19:30,469,1
60,19:35,308,1
54,19:40,310,1
65,19:45,388,1
61,19:50,341,1
54,19:55,473,1
55,20:00,450,1
71,20:05,443,1
60,20:10,369,1
51,20:15,309,1
60,20:20,406,1
63,20:25,495,1
49,20:30,176,1
46,20:35,240,1
52,20:40,239,1
49,20:45,154,1
50,20:50,468,1
53,20:55,369,1
47,21:00,114,1
31,21:05,165,1
42,21:10,205,1
43,21:15,141,1
48,21:20,209,1
53,21:25,418,1
34,21:30,167,1
39,21:35,154,1
36,21:40,148,1
30,21:45,168,1
32,21:50,208,1
31,21:55,191,1
28,22:00,130,1
27,22:05,269,1
39,22:10,181,1
43,22:15,189,1
32,22:20,220,1
28,22:25,154,1
26,22:30,264,1
25,22:35,218,1
23,22:40,139,1
27,22:45,263,1
30,22:50,220,1
20,22:55,237,1
17,23:00,160,1
19,23:05,221,1
27,23:10,137,1
13,23:15,186,1
23,23:20,223,1
10,23:25,247,1
13,23:30,149,1
10,23:35,268,1
12,23:40,169,1
12,23:45,199,1
14,23:50,212,1
6,23:55,142,1
14,0:00,240,1
12,0:05,163,1
10,0:10,150,1
9,0:15,251,1
11,0:20,144,1
9,0:25,235,1
8,0:30,208,1
6,0:35,247,1
7,0:40,273,1
12,0:45,181,1
6,0:50,214,1
7,0:55,191,1
10,1:00,144,1
2,1:05,121,1
7,1:10,188,1
4,1:15,148,1
3,1:20,258,1
5,1:25,171,1
6,1:30,181,1
5,1:35,219,1
7,1:40,210,1
9,1:45,190,1
6,1:50,294,1
2,1:55,197,1
5,2:00,135,1
4,2:05,199,1
4,2:10,225,1
4,2:15,215,1
4,2:20,214,1
2,2:25,210,1
6,2:30,258,1
1,2:35,197,1
9,2:40,208,1
7,2:45,184,1
5,2:50,112,1
3,2:55,192,1
3,3:00,152,1
2,3:05,266,1
3,3:10,188,1
3,3:15,194,1
7,3:20,137,1
5,3:25,261,1
5,3:30,225,1
5,3:35,278,1
5,3:40,215,1
7,3:45,213,1
10,3:50,180,1
9,3:55,184,1
5,4:00,198,1
9,4:05,190,1
14,4:10,121,1
14,4:15,129,1
13,4:20,163,1
31,4:25,171,1
18,4:30,135,1
28,4:35,170,1
37,4:40,205,1
37,4:45,190,1
40,4:50,182,1
50,4:55,540,1
42,5:00,154,1
54,5:05,468,1
59,5:10,416,1
57,5:15,520,1
64,5:20,267,1
65,5:25,390,1
78,5:30,415,1
92,5:35,290,1
106,5:40,483,0
98,5:45,308,1
108,5:50,631,0
86,5:55,494,1
129,6:00,262,0
104,6:05,369,0
134,6:10,268,0
140,6:15,756,0
150,6:20,945,0
126,6:25,733,0
149,6:30,556,0
185,6:35,739,0
163,6:40,557,0
148,6:45,1259,0
136,6:50,519,0
123,6:55,640,0
127,7:00,465,0
123,7:05,382,0
131,7:10,533,0
138,7:15,1147,0
96,7:20,330,1
104,7:25,684,0
82,7:30,203,1
71,7:35,281,1
75,7:40,349,1
76,7:45,329,1
66,7:50,296,1
67,7:55,297,1
68,8:00,481,1
89,8:05,476,1
86,8:10,313,1
93,8:15,258,1
57,8:20,349,1
75,8:25,419,1
60,8:30,370,1
79,8:35,520,1
73,8:40,517,1
70,8:45,251,1
74,8:50,311,1
62,8:55,410,1
83,9:00,406,1
79,9:05,298,1
80,9:10,474,1
101,9:15,537,0
94,9:20,432,1
109,9:25,407,0
111,9:30,524,0
112,9:35,725,0
124,9:40,865,0
99,9:45,432,1
119,9:50,637,0
110,9:55,698,0
95,10:00,493,1
104,10:05,497,0
104,10:10,860,0
100,10:15,759,1
133,10:20,777,0
104,10:25,682,0
120,10:30,461,0
112,10:35,754,0
129,10:40,806,0
100,10:45,509,1
111,10:50,409,0
103,10:55,783,0
110,11:00,477,0
107,11:05,375,0
109,11:10,746,0
116,11:15,580,0
125,11:20,822,0
107,11:25,511,0
99,11:30,361,1
115,11:35,363,0
115,11:40,402,0
83,11:45,339,1
90,11:50,571,1
89,11:55,325,1
111,12:00,815,0
73,12:05,488,1
83,12:10,280,1
92,12:15,334,1
100,12:20,369,1
97,12:25,443,1
93,12:30,320,1
110,12:35,433,0
109,12:40,263,0
109,12:45,531,0
105,12:50,447,0
92,12:55,446,1
87,13:00,511,1
105,13:05,451,0
61,13:10,410,1
101,13:15,636,0
104,13:20,762,0
91,13:25,302,1
91,13:30,417,1
90,13:35,482,1
95,13:40,362,1
110,13:45,533,0
111,13:50,519,0
98,13:55,232,1
103,14:00,676,0
89,14:05,343,1
108,14:10,534,0
109,14:15,565,0
103,14:20,322,0
99,14:25,482,1
107,14:30,506,0
97,14:35,269,1
94,14:40,267,1
104,14:45,311,0
116,14:50,668,0
86,14:55,482,1
110,15:00,805,0
94,15:05,460,1
102,15:10,526,0
95,15:15,398,1
79,15:20,353,1
111,15:25,317,0
86,15:30,373,1
106,15:35,472,0
117,15:40,375,0
100,15:45,601,1
112,15:50,377,0
100,15:55,733,1
92,16:00,348,1
87,16:05,519,1
88,16:10,379,1
115,16:15,583,0
86,16:20,268,1
81,16:25,331,1
88,16:30,309,1
108,16:35,805,0
85,16:40,314,1
88,16:45,437,1
83,16:50,488,1
87,16:55,319,1
82,17:00,525,1
81,17:05,452,1
90,17:10,391,1
106,17:15,728,0
95,17:20,314,1
87,17:25,497,1
73,17:30,189,1
73,17:35,365,1
79,17:40,387,1
79,17:45,296,1
81,17:50,427,1
83,17:55,290,1
83,18:00,497,1
75,18:05,392,1
85,18:10,529,1
96,18:15,428,1
87,18:20,279,1
72,18:25,441,1
72,18:30,326,1
81,18:35,390,1
74,18:40,357,1
78,18:45,440,1
63,18:50,467,1
66,18:55,315,1
76,19:00,465,1
63,19:05,309,1
82,19:10,367,1
65,19:15,546,1
81,19:20,463,1
73,19:25,510,1
63,19:30,392,1
76,19:35,391,1
62,19:40,238,1
63,19:45,422,1
53,19:50,348,1
54,19:55,325,1
60,20:00,481,1
54,20:05,394,1
46,20:10,156,1
68,20:15,430,1
74,20:20,269,1
57,20:25,420,1
53,20:30,271,1
55,20:35,362,1
44,20:40,184,1
65,20:45,468,1
36,20:50,209,1
41,20:55,206,1
43,21:00,202,1
53,21:05,446,1
53,21:10,374,1
42,21:15,233,1
57,21:20,448,1
42,21:25,254,1
39,21:30,214,1
45,21:35,263,1
40,21:40,212,1
36,21:45,242,1
38,21:50,171,1
31,21:55,262,1
38,22:00,145,1
34,22:05,232,1
33,22:10,193,1
29,22:15,287,1
36,22:20,175,1
27,22:25,210,1
31,22:30,158,1
21,22:35,115,1
21,22:40,243,1
27,22:45,194,1
17,22:50,275,1
22,22:55,139,1
18,23:00,203,1
18,23:05,173,1
21,23:10,245,1
15,23:15,202,1
26,23:20,175,1
14,23:25,185,1
12,23:30,166,1
15,23:35,219,1
14,23:40,180,1
24,23:45,221,1
14,23:50,210,1
9,23:55,218,1
7,0:00,167,1
8,0:05,175,1
7,0:10,152,1
12,0:15,164,1
7,0:20,193,1
15,0:25,221,1
11,0:30,184,1
11,0:35,175,1
8,0:40,208,1
5,0:45,221,1
4,0:50,140,1
4,0:55,151,1
5,1:00,198,1
6,1:05,187,1
6,1:10,201,1
3,1:15,186,1
1,1:20,203,1
4,1:25,267,1
2,1:30,155,1
6,1:35,223,1
4,1:40,154,1
2,1:45,201,1
8,1:50,212,1
8,1:55,212,1
6,2:00,194,1
2,2:05,233,1
5,2:10,209,1
3,2:15,121,1
4,2:20,121,1
9,2:25,283,1
3,2:30,224,1
7,2:35,266,1
3,2:40,218,1
5,2:45,254,1
6,2:50,204,1
4,2:55,167,1
2,3:00,192,1
3,3:05,173,1
3,3:10,208,1
8,3:15,139,1
4,3:20,201,1
4,3:25,181,1
7,3:30,188,1
8,3:35,217,1
10,3:40,174,1
7,3:45,209,1
7,3:50,148,1
9,3:55,178,1
6,4:00,253,1
12,4:05,199,1
11,4:10,198,1
17,4:15,188,1
8,4:20,246,1
22,4:25,270,1
27,4:30,188,1
30,4:35,235,1
29,4:40,205,1
33,4:45,251,1
40,4:50,177,1
53,4:55,352,1
48,5:00,224,1
64,5:05,429,1
52,5:10,307,1
58,5:15,326,1
70,5:20,296,1
73,5:25,230,1
79,5:30,308,1
103,5:35,649,0
115,5:40,632,0
108,5:45,763,0
96,5:50,385,1
85,5:55,335,1
109,6:00,521,0
118,6:05,641,0
115,6:10,446,0
119,6:15,293,0
132,6:20,537,0
137,6:25,1082,0
154,6:30,982,0
167,6:35,576,0
179,6:40,683,0
188,6:45,633,0
148,6:50,563,0
125,6:55,724,0
134,7:00,292,0
124,7:05,763,0
136,7:10,1041,0
102,7:15,668,0
89,7:20,305,1
98,7:25,199,1
75,7:30,167,1
64,7:35,318,1
81,7:40,559,1
74,7:45,266,1
70,7:50,365,1
69,7:55,532,1
77,8:00,250,1
71,8:05,397,1
52,8:10,459,1
76,8:15,354,1
