5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,Safe,Clearance Time in Seconds,Time
17/02/2016 14:00,104,1,100,0,1360,14:00
17/02/2016 14:05,85,1,100,1,54,14:05
17/02/2016 14:10,99,1,100,1,30,14:10
17/02/2016 14:15,103,1,100,0,291,14:15
17/02/2016 14:20,112,1,100,0,723,14:20
17/02/2016 14:25,116,1,100,0,745,14:25
17/02/2016 14:30,94,1,100,1,57,14:30
17/02/2016 14:35,94,1,100,1,45,14:35
17/02/2016 14:40,111,1,100,0,1701,14:40
17/02/2016 14:45,95,1,100,1,15,14:45
17/02/2016 14:50,104,1,100,0,379,14:50
17/02/2016 14:55,117,1,100,0,1609,14:55
17/02/2016 15:00,103,1,100,0,557,15:00
17/02/2016 15:05,96,1,100,1,44,15:05
17/02/2016 15:10,103,1,100,0,1747,15:10
17/02/2016 15:15,97,1,100,1,8,15:15
17/02/2016 15:20,87,1,100,1,23,15:20
17/02/2016 15:25,99,1,100,1,1,15:25
17/02/2016 15:30,113,1,100,0,668,15:30
17/02/2016 15:35,114,1,100,0,755,15:35
17/02/2016 15:40,99,1,100,1,24,15:40
17/02/2016 15:45,115,1,100,0,840,15:45
17/02/2016 15:50,87,1,100,1,52,15:50
17/02/2016 15:55,100,1,100,1,5,15:55
17/02/2016 16:00,99,1,100,1,6,16:00
17/02/2016 16:05,89,1,100,1,26,16:05
17/02/2016 16:10,88,1,100,1,7,16:10
17/02/2016 16:15,117,1,100,0,1400,16:15
17/02/2016 16:20,94,1,100,1,13,16:20
17/02/2016 16:25,90,1,100,1,49,16:25
17/02/2016 16:30,91,1,100,1,45,16:30
17/02/2016 16:35,86,1,100,1,52,16:35
17/02/2016 16:40,93,1,100,1,17,16:40
17/02/2016 16:45,82,1,100,1,51,16:45
17/02/2016 16:50,88,1,100,1,35,16:50
17/02/2016 16:55,84,1,100,1,28,16:55
17/02/2016 17:00,84,1,100,1,44,17:00
17/02/2016 17:05,88,1,100,1,29,17:05
17/02/2016 17:10,83,1,100,1,39,17:10
17/02/2016 17:15,98,1,100,1,44,17:15
17/02/2016 17:20,99,1,100,1,9,17:20
17/02/2016 17:25,77,1,100,1,33,17:25
17/02/2016 17:30,89,1,100,1,11,17:30
17/02/2016 17:35,80,1,100,1,56,17:35
17/02/2016 17:40,65,1,100,1,43,17:40
17/02/2016 17:45,96,1,100,1,36,17:45
17/02/2016 17:50,56,1,100,1,27,17:50
17/02/2016 17:55,68,1,100,1,19,17:55
17/02/2016 18:00,65,1,100,1,41,18:00
17/02/2016 18:05,67,1,100,1,45,18:05
17/02/2016 18:10,77,1,100,1,22,18:10
17/02/2016 18:15,69,1,100,1,12,18:15
17/02/2016 18:20,80,1,100,1,35,18:20
17/02/2016 18:25,64,1,100,1,7,18:25
17/02/2016 18:30,77,1,100,1,3,18:30
17/02/2016 18:35,76,1,100,1,9,18:35
17/02/2016 18:40,64,1,100,1,14,18:40
17/02/2016 18:45,64,1,100,1,48,18:45
17/02/2016 18:50,59,1,100,1,13,18:50
17/02/2016 18:55,70,1,100,1,34,18:55
17/02/2016 19:00,56,1,100,1,38,19:00
17/02/2016 19:05,73,1,100,1,18,19:05
17/02/2016 19:10,61,1,100,1,0,19:10
17/02/2016 19:15,69,1,100,1,27,19:15
17/02/2016 19:20,68,1,100,1,8,19:20
17/02/2016 19:25,78,1,100,1,45,19:25
17/02/2016 19:30,61,1,100,1,38,19:30
17/02/2016 19:35,62,1,100,1,52,19:35
17/02/2016 19:40,61,1,100,1,36,19:40
17/02/2016 19:45,49,1,100,1,32,19:45
17/02/2016 19:50,70,1,100,1,34,19:50
17/02/2016 19:55,54,1,100,1,44,19:55
17/02/2016 20:00,62,1,100,1,53,20:00
17/02/2016 20:05,54,1,100,1,16,20:05
17/02/2016 20:10,47,1,100,1,59,20:10
17/02/2016 20:15,49,1,100,1,14,20:15
17/02/2016 20:20,41,1,100,1,43,20:20
17/02/2016 20:25,50,1,100,1,6,20:25
17/02/2016 20:30,42,1,100,1,21,20:30
17/02/2016 20:35,46,1,100,1,10,20:35
17/02/2016 20:40,42,1,100,1,56,20:40
17/02/2016 20:45,46,1,100,1,7,20:45
17/02/2016 20:50,48,1,100,1,37,20:50
17/02/2016 20:55,51,1,100,1,3,20:55
17/02/2016 21:00,41,1,100,1,55,21:00
17/02/2016 21:05,40,1,100,1,8,21:05
17/02/2016 21:10,48,1,100,1,5,21:10
17/02/2016 21:15,38,1,100,1,48,21:15
17/02/2016 21:20,46,1,100,1,17,21:20
17/02/2016 21:25,38,1,100,1,47,21:25
17/02/2016 21:30,39,1,100,1,0,21:30
17/02/2016 21:35,32,1,100,1,4,21:35
17/02/2016 21:40,23,1,100,1,1,21:40
17/02/2016 21:45,42,1,100,1,32,21:45
17/02/2016 21:50,24,1,100,1,36,21:50
17/02/2016 21:55,41,1,100,1,29,21:55
17/02/2016 22:00,24,1,100,1,50,22:00
17/02/2016 22:05,33,1,100,1,23,22:05
17/02/2016 22:10,34,1,100,1,8,22:10
17/02/2016 22:15,27,1,100,1,22,22:15
17/02/2016 22:20,38,1,100,1,21,22:20
17/02/2016 22:25,21,1,100,1,41,22:25
17/02/2016 22:30,30,1,100,1,59,22:30
17/02/2016 22:35,21,1,100,1,20,22:35
17/02/2016 22:40,36,1,100,1,35,22:40
17/02/2016 22:45,23,1,100,1,52,22:45
17/02/2016 22:50,16,1,100,1,27,22:50
17/02/2016 22:55,18,1,100,1,54,22:55
17/02/2016 23:00,18,1,100,1,27,23:00
17/02/2016 23:05,11,1,100,1,11,23:05
17/02/2016 23:10,20,1,100,1,53,23:10
17/02/2016 23:15,13,1,100,1,53,23:15
17/02/2016 23:20,10,1,100,1,24,23:20
17/02/2016 23:25,17,1,100,1,59,23:25
17/02/2016 23:30,15,1,100,1,21,23:30
17/02/2016 23:35,15,1,100,1,19,23:35
17/02/2016 23:40,12,1,100,1,58,23:40
17/02/2016 23:45,15,1,100,1,28,23:45
17/02/2016 23:50,15,1,100,1,38,23:50
17/02/2016 23:55,11,1,100,1,21,23:55
18/02/2016 0:00,11,1,100,1,17,0:00
18/02/2016 0:05,11,1,100,1,40,0:05
18/02/2016 0:10,13,1,100,1,35,0:10
18/02/2016 0:15,11,1,100,1,30,0:15
18/02/2016 0:20,7,1,100,1,28,0:20
18/02/2016 0:25,9,1,100,1,26,0:25
18/02/2016 0:30,11,1,100,1,13,0:30
18/02/2016 0:35,7,1,100,1,48,0:35
18/02/2016 0:40,6,1,100,1,5,0:40
18/02/2016 0:45,9,1,100,1,0,0:45
18/02/2016 0:50,7,1,100,1,50,0:50
18/02/2016 0:55,5,1,100,1,2,0:55
18/02/2016 1:00,3,1,100,1,7,1:00
18/02/2016 1:05,5,1,100,1,23,1:05
18/02/2016 1:10,8,1,100,1,42,1:10
18/02/2016 1:15,8,1,100,1,31,1:15
18/02/2016 1:20,7,1,100,1,17,1:20
18/02/2016 1:25,4,1,100,1,43,1:25
18/02/2016 1:30,3,1,100,1,36,1:30
18/02/2016 1:35,5,1,100,1,38,1:35
18/02/2016 1:40,3,1,100,1,30,1:40
18/02/2016 1:45,6,1,100,1,58,1:45
18/02/2016 1:50,4,1,100,1,41,1:50
18/02/2016 1:55,5,1,100,1,51,1:55
18/02/2016 2:00,6,1,100,1,6,2:00
18/02/2016 2:05,1,1,100,1,2,2:05
18/02/2016 2:10,5,1,100,1,15,2:10
18/02/2016 2:15,3,1,100,1,3,2:15
18/02/2016 2:20,4,1,100,1,29,2:20
18/02/2016 2:25,4,1,100,1,12,2:25
18/02/2016 2:30,6,1,100,1,36,2:30
18/02/2016 2:35,2,1,100,1,33,2:35
18/02/2016 2:40,3,1,100,1,48,2:40
18/02/2016 2:45,1,1,100,1,49,2:45
18/02/2016 2:50,1,1,100,1,0,2:50
18/02/2016 2:55,3,1,100,1,51,2:55
18/02/2016 3:00,2,1,100,1,25,3:00
18/02/2016 3:05,3,1,100,1,37,3:05
18/02/2016 3:10,6,1,100,1,6,3:10
18/02/2016 3:15,3,1,100,1,19,3:15
18/02/2016 3:20,0,1,100,1,26,3:20
18/02/2016 3:25,4,1,100,1,2,3:25
18/02/2016 3:30,6,1,100,1,56,3:30
18/02/2016 3:35,6,1,100,1,35,3:35
18/02/2016 3:40,12,1,100,1,24,3:40
18/02/2016 3:45,8,1,100,1,18,3:45
18/02/2016 3:50,8,1,100,1,34,3:50
18/02/2016 3:55,5,1,100,1,37,3:55
18/02/2016 4:00,3,1,100,1,1,4:00
18/02/2016 4:05,6,1,100,1,4,4:05
18/02/2016 4:10,9,1,100,1,14,4:10
18/02/2016 4:15,18,1,100,1,8,4:15
18/02/2016 4:20,13,1,100,1,43,4:20
18/02/2016 4:25,21,1,100,1,24,4:25
18/02/2016 4:30,21,1,100,1,58,4:30
18/02/2016 4:35,28,1,100,1,3,4:35
18/02/2016 4:40,28,1,100,1,52,4:40
18/02/2016 4:45,26,1,100,1,12,4:45
18/02/2016 4:50,40,1,100,1,31,4:50
18/02/2016 4:55,44,1,100,1,10,4:55
18/02/2016 5:00,42,1,100,1,49,5:00
18/02/2016 5:05,41,1,100,1,16,5:05
18/02/2016 5:10,52,1,100,1,13,5:10
18/02/2016 5:15,76,1,100,1,19,5:15
18/02/2016 5:20,68,1,100,1,34,5:20
18/02/2016 5:25,76,1,100,1,7,5:25
18/02/2016 5:30,66,1,100,1,44,5:30
18/02/2016 5:35,95,1,100,1,40,5:35
18/02/2016 5:40,107,1,100,0,252,5:40
18/02/2016 5:45,110,1,100,0,1514,5:45
18/02/2016 5:50,87,1,100,1,34,5:50
18/02/2016 5:55,100,1,100,1,37,5:55
18/02/2016 6:00,119,1,100,0,659,6:00
18/02/2016 6:05,110,1,100,0,1439,6:05
18/02/2016 6:10,119,1,100,0,988,6:10
18/02/2016 6:15,117,1,100,0,209,6:15
18/02/2016 6:20,151,1,100,0,1070,6:20
18/02/2016 6:25,146,1,100,0,327,6:25
18/02/2016 6:30,158,1,100,0,761,6:30
18/02/2016 6:35,149,1,100,0,204,6:35
18/02/2016 6:40,161,1,100,0,1610,6:40
18/02/2016 6:45,175,1,100,0,223,6:45
18/02/2016 6:50,149,1,100,0,1547,6:50
18/02/2016 6:55,132,1,100,0,686,6:55
18/02/2016 7:00,126,1,100,0,702,7:00
18/02/2016 7:05,112,1,100,0,1200,7:05
18/02/2016 7:10,106,1,100,0,981,7:10
18/02/2016 7:15,104,1,100,0,628,7:15
18/02/2016 7:20,86,1,100,1,12,7:20
18/02/2016 7:25,95,1,100,1,59,7:25
18/02/2016 7:30,72,1,100,1,53,7:30
18/02/2016 7:35,77,1,100,1,39,7:35
18/02/2016 7:40,47,1,100,1,50,7:40
18/02/2016 7:45,57,1,100,1,35,7:45
18/02/2016 7:50,86,1,100,1,19,7:50
18/02/2016 7:55,78,1,100,1,42,7:55
18/02/2016 8:00,83,1,100,1,50,8:00
18/02/2016 8:05,84,1,100,1,29,8:05
18/02/2016 8:10,86,1,100,1,40,8:10
18/02/2016 8:15,73,1,100,1,22,8:15
18/02/2016 8:20,82,1,100,1,11,8:20
18/02/2016 8:25,74,1,100,1,11,8:25
18/02/2016 8:30,60,1,100,1,27,8:30
18/02/2016 8:35,40,1,100,1,48,8:35
18/02/2016 8:40,55,1,100,1,31,8:40
18/02/2016 8:45,83,1,100,1,0,8:45
18/02/2016 8:50,75,1,100,1,45,8:50
18/02/2016 8:55,67,1,100,1,58,8:55
18/02/2016 9:00,76,1,100,1,1,9:00
18/02/2016 9:05,64,1,100,1,52,9:05
18/02/2016 9:10,65,1,100,1,45,9:10
18/02/2016 9:15,84,1,100,1,27,9:15
18/02/2016 9:20,104,1,100,0,1094,9:20
18/02/2016 9:25,92,1,100,1,5,9:25
18/02/2016 9:30,112,1,100,0,1727,9:30
18/02/2016 9:35,95,1,100,1,8,9:35
18/02/2016 9:40,120,1,100,0,984,9:40
18/02/2016 9:45,102,1,100,0,1500,9:45
18/02/2016 9:50,103,1,100,0,1521,9:50
18/02/2016 9:55,102,1,100,0,1391,9:55
18/02/2016 10:00,109,1,100,0,1680,10:00
18/02/2016 10:05,98,1,100,1,2,10:05
18/02/2016 10:10,119,1,100,0,1638,10:10
18/02/2016 10:15,91,1,100,1,37,10:15
18/02/2016 10:20,131,1,100,0,1198,10:20
18/02/2016 10:25,111,1,100,0,802,10:25
18/02/2016 10:30,121,1,100,0,266,10:30
18/02/2016 10:35,94,1,100,1,51,10:35
18/02/2016 10:40,110,1,100,0,1410,10:40
18/02/2016 10:45,104,1,100,0,833,10:45
18/02/2016 10:50,124,1,100,0,1266,10:50
18/02/2016 10:55,89,1,100,1,8,10:55
18/02/2016 11:00,105,1,100,0,678,11:00
18/02/2016 11:05,116,1,100,0,403,11:05
18/02/2016 11:10,117,1,100,0,610,11:10
18/02/2016 11:15,115,1,100,0,1659,11:15
18/02/2016 11:20,93,1,100,1,33,11:20
18/02/2016 11:25,102,1,100,0,1229,11:25
18/02/2016 11:30,89,1,100,1,33,11:30
18/02/2016 11:35,101,1,100,0,1775,11:35
18/02/2016 11:40,97,1,100,1,34,11:40
18/02/2016 11:45,104,1,100,0,268,11:45
18/02/2016 11:50,108,1,100,0,1398,11:50
18/02/2016 11:55,91,1,100,1,35,11:55
18/02/2016 12:00,97,1,100,1,19,12:00
18/02/2016 12:05,93,1,100,1,59,12:05
18/02/2016 12:10,99,1,100,1,54,12:10
18/02/2016 12:15,95,1,100,1,13,12:15
18/02/2016 12:20,90,1,100,1,40,12:20
18/02/2016 12:25,104,1,100,0,880,12:25
18/02/2016 12:30,77,1,100,1,13,12:30
18/02/2016 12:35,106,1,100,0,1646,12:35
18/02/2016 12:40,101,1,100,0,1822,12:40
18/02/2016 12:45,108,1,100,0,1297,12:45
18/02/2016 12:50,92,1,100,1,6,12:50
18/02/2016 12:55,104,1,100,0,720,12:55
18/02/2016 13:00,110,1,100,0,543,13:00
18/02/2016 13:05,97,1,100,1,33,13:05
18/02/2016 13:10,99,1,100,1,29,13:10
18/02/2016 13:15,107,1,100,0,1403,13:15
18/02/2016 13:20,88,1,100,1,12,13:20
18/02/2016 13:25,91,1,100,1,27,13:25
18/02/2016 13:30,96,1,100,1,49,13:30
18/02/2016 13:35,95,1,100,1,39,13:35
18/02/2016 13:40,112,1,100,0,563,13:40
18/02/2016 13:45,94,1,100,1,23,13:45
18/02/2016 13:50,128,1,100,0,1580,13:50
18/02/2016 13:55,107,1,100,0,1128,13:55
18/02/2016 14:00,100,1,100,1,13,14:00
18/02/2016 14:05,89,1,100,1,45,14:05
18/02/2016 14:10,95,1,100,1,51,14:10
18/02/2016 14:15,113,1,100,0,1742,14:15
18/02/2016 14:20,97,1,100,1,22,14:20
18/02/2016 14:25,97,1,100,1,33,14:25
18/02/2016 14:30,89,1,100,1,26,14:30
18/02/2016 14:35,97,1,100,1,18,14:35
18/02/2016 14:40,102,1,100,0,1184,14:40
18/02/2016 14:45,87,1,100,1,41,14:45
18/02/2016 14:50,99,1,100,1,16,14:50
18/02/2016 14:55,111,1,100,0,669,14:55
18/02/2016 15:00,109,1,100,0,1835,15:00
18/02/2016 15:05,102,1,100,0,226,15:05
18/02/2016 15:10,103,1,100,0,1186,15:10
18/02/2016 15:15,94,1,100,1,43,15:15
18/02/2016 15:20,102,1,100,0,1454,15:20
18/02/2016 15:25,95,1,100,1,43,15:25
18/02/2016 15:30,80,1,100,1,16,15:30
18/02/2016 15:35,107,1,100,0,546,15:35
18/02/2016 15:40,101,1,100,0,1398,15:40
18/02/2016 15:45,118,1,100,0,1565,15:45
18/02/2016 15:50,107,1,100,0,1134,15:50
18/02/2016 15:55,95,1,100,1,18,15:55
18/02/2016 16:00,80,1,100,1,32,16:00
18/02/2016 16:05,105,1,100,0,1751,16:05
18/02/2016 16:10,99,1,100,1,31,16:10
18/02/2016 16:15,100,1,100,1,32,16:15
18/02/2016 16:20,94,1,100,1,38,16:20
18/02/2016 16:25,84,1,100,1,46,16:25
18/02/2016 16:30,70,1,100,1,52,16:30
18/02/2016 16:35,94,1,100,1,2,16:35
18/02/2016 16:40,110,1,100,0,693,16:40
18/02/2016 16:45,93,1,100,1,45,16:45
18/02/2016 16:50,92,1,100,1,40,16:50
18/02/2016 16:55,76,1,100,1,51,16:55
18/02/2016 17:00,90,1,100,1,18,17:00
18/02/2016 17:05,78,1,100,1,31,17:05
18/02/2016 17:10,100,1,100,1,4,17:10
18/02/2016 17:15,97,1,100,1,25,17:15
18/02/2016 17:20,101,1,100,0,451,17:20
18/02/2016 17:25,90,1,100,1,53,17:25
18/02/2016 17:30,97,1,100,1,8,17:30
18/02/2016 17:35,87,1,100,1,40,17:35
18/02/2016 17:40,92,1,100,1,14,17:40
18/02/2016 17:45,88,1,100,1,59,17:45
18/02/2016 17:50,85,1,100,1,37,17:50
18/02/2016 17:55,76,1,100,1,58,17:55
18/02/2016 18:00,73,1,100,1,42,18:00
18/02/2016 18:05,64,1,100,1,43,18:05
18/02/2016 18:10,77,1,100,1,59,18:10
18/02/2016 18:15,81,1,100,1,40,18:15
18/02/2016 18:20,74,1,100,1,5,18:20
18/02/2016 18:25,80,1,100,1,47,18:25
18/02/2016 18:30,90,1,100,1,7,18:30
18/02/2016 18:35,77,1,100,1,25,18:35
18/02/2016 18:40,85,1,100,1,35,18:40
18/02/2016 18:45,78,1,100,1,21,18:45
18/02/2016 18:50,96,1,100,1,30,18:50
18/02/2016 18:55,74,1,100,1,55,18:55
18/02/2016 19:00,71,1,100,1,22,19:00
18/02/2016 19:05,79,1,100,1,26,19:05
18/02/2016 19:10,80,1,100,1,5,19:10
18/02/2016 19:15,90,1,100,1,14,19:15
18/02/2016 19:20,80,1,100,1,40,19:20
18/02/2016 19:25,79,1,100,1,1,19:25
18/02/2016 19:30,76,1,100,1,16,19:30
18/02/2016 19:35,59,1,100,1,17,19:35
18/02/2016 19:40,68,1,100,1,38,19:40
18/02/2016 19:45,58,1,100,1,30,19:45
18/02/2016 19:50,64,1,100,1,44,19:50
18/02/2016 19:55,57,1,100,1,56,19:55
18/02/2016 20:00,73,1,100,1,29,20:00
18/02/2016 20:05,59,1,100,1,38,20:05
18/02/2016 20:10,65,1,100,1,23,20:10
18/02/2016 20:15,76,1,100,1,32,20:15
18/02/2016 20:20,55,1,100,1,13,20:20
18/02/2016 20:25,61,1,100,1,25,20:25
18/02/2016 20:30,34,1,100,1,5,20:30
18/02/2016 20:35,45,1,100,1,10,20:35
18/02/2016 20:40,60,1,100,1,15,20:40
18/02/2016 20:45,55,1,100,1,33,20:45
18/02/2016 20:50,60,1,100,1,20,20:50
18/02/2016 20:55,36,1,100,1,58,20:55
18/02/2016 21:00,53,1,100,1,48,21:00
18/02/2016 21:05,48,1,100,1,1,21:05
18/02/2016 21:10,50,1,100,1,49,21:10
18/02/2016 21:15,52,1,100,1,43,21:15
18/02/2016 21:20,53,1,100,1,4,21:20
18/02/2016 21:25,33,1,100,1,17,21:25
18/02/2016 21:30,59,1,100,1,27,21:30
18/02/2016 21:35,49,1,100,1,16,21:35
18/02/2016 21:40,43,1,100,1,51,21:40
18/02/2016 21:45,39,1,100,1,26,21:45
18/02/2016 21:50,35,1,100,1,15,21:50
18/02/2016 21:55,32,1,100,1,28,21:55
18/02/2016 22:00,40,1,100,1,9,22:00
18/02/2016 22:05,41,1,100,1,36,22:05
18/02/2016 22:10,43,1,100,1,8,22:10
18/02/2016 22:15,42,1,100,1,29,22:15
18/02/2016 22:20,28,1,100,1,19,22:20
18/02/2016 22:25,30,1,100,1,33,22:25
18/02/2016 22:30,34,1,100,1,52,22:30
18/02/2016 22:35,26,1,100,1,24,22:35
18/02/2016 22:40,23,1,100,1,36,22:40
18/02/2016 22:45,17,1,100,1,48,22:45
18/02/2016 22:50,22,1,100,1,1,22:50
18/02/2016 22:55,15,1,100,1,3,22:55
18/02/2016 23:00,19,1,100,1,19,23:00
18/02/2016 23:05,12,1,100,1,20,23:05
18/02/2016 23:10,17,1,100,1,28,23:10
18/02/2016 23:15,18,1,100,1,34,23:15
18/02/2016 23:20,22,1,100,1,36,23:20
18/02/2016 23:25,13,1,100,1,53,23:25
18/02/2016 23:30,16,1,100,1,6,23:30
18/02/2016 23:35,15,1,100,1,16,23:35
18/02/2016 23:40,17,1,100,1,42,23:40
18/02/2016 23:45,21,1,100,1,41,23:45
18/02/2016 23:50,12,1,100,1,30,23:50
18/02/2016 23:55,13,1,100,1,16,23:55
19/02/2016 0:00,13,1,100,1,1,0:00
19/02/2016 0:05,10,1,100,1,28,0:05
19/02/2016 0:10,17,1,100,1,2,0:10
19/02/2016 0:15,13,1,100,1,13,0:15
19/02/2016 0:20,9,1,100,1,14,0:20
19/02/2016 0:25,15,1,100,1,47,0:25
19/02/2016 0:30,14,1,100,1,48,0:30
19/02/2016 0:35,4,1,100,1,55,0:35
19/02/2016 0:40,5,1,100,1,10,0:40
19/02/2016 0:45,11,1,100,1,12,0:45
19/02/2016 0:50,7,1,100,1,56,0:50
19/02/2016 0:55,6,1,100,1,53,0:55
19/02/2016 1:00,4,1,100,1,21,1:00
19/02/2016 1:05,6,1,100,1,18,1:05
19/02/2016 1:10,6,1,100,1,24,1:10
19/02/2016 1:15,4,1,100,1,31,1:15
19/02/2016 1:20,5,1,100,1,14,1:20
19/02/2016 1:25,2,1,100,1,58,1:25
19/02/2016 1:30,9,1,100,1,58,1:30
19/02/2016 1:35,7,1,100,1,26,1:35
19/02/2016 1:40,3,1,100,1,55,1:40
19/02/2016 1:45,7,1,100,1,20,1:45
19/02/2016 1:50,8,1,100,1,1,1:50
19/02/2016 1:55,6,1,100,1,36,1:55
19/02/2016 2:00,1,1,100,1,13,2:00
19/02/2016 2:05,4,1,100,1,20,2:05
19/02/2016 2:10,4,1,100,1,41,2:10
19/02/2016 2:15,5,1,100,1,16,2:15
19/02/2016 2:20,3,1,100,1,29,2:20
19/02/2016 2:25,5,1,100,1,36,2:25
19/02/2016 2:30,8,1,100,1,46,2:30
19/02/2016 2:35,5,1,100,1,24,2:35
19/02/2016 2:40,4,1,100,1,23,2:40
19/02/2016 2:45,3,1,100,1,43,2:45
19/02/2016 2:50,7,1,100,1,37,2:50
19/02/2016 2:55,4,1,100,1,30,2:55
19/02/2016 3:00,2,1,100,1,47,3:00
19/02/2016 3:05,7,1,100,1,30,3:05
19/02/2016 3:10,6,1,100,1,59,3:10
19/02/2016 3:15,6,1,100,1,0,3:15
19/02/2016 3:20,4,1,100,1,22,3:20
19/02/2016 3:25,3,1,100,1,0,3:25
19/02/2016 3:30,8,1,100,1,42,3:30
19/02/2016 3:35,11,1,100,1,1,3:35
19/02/2016 3:40,9,1,100,1,28,3:40
19/02/2016 3:45,13,1,100,1,27,3:45
19/02/2016 3:50,10,1,100,1,0,3:50
19/02/2016 3:55,8,1,100,1,41,3:55
19/02/2016 4:00,8,1,100,1,42,4:00
19/02/2016 4:05,10,1,100,1,28,4:05
19/02/2016 4:10,10,1,100,1,33,4:10
19/02/2016 4:15,13,1,100,1,31,4:15
19/02/2016 4:20,10,1,100,1,36,4:20
19/02/2016 4:25,13,1,100,1,25,4:25
19/02/2016 4:30,10,1,100,1,25,4:30
19/02/2016 4:35,31,1,100,1,45,4:35
19/02/2016 4:40,32,1,100,1,16,4:40
19/02/2016 4:45,33,1,100,1,43,4:45
19/02/2016 4:50,37,1,100,1,42,4:50
19/02/2016 4:55,42,1,100,1,46,4:55
19/02/2016 5:00,44,1,100,1,58,5:00
19/02/2016 5:05,39,1,100,1,25,5:05
19/02/2016 5:10,52,1,100,1,2,5:10
19/02/2016 5:15,55,1,100,1,14,5:15
19/02/2016 5:20,64,1,100,1,59,5:20
19/02/2016 5:25,71,1,100,1,11,5:25
19/02/2016 5:30,62,1,100,1,3,5:30
19/02/2016 5:35,86,1,100,1,11,5:35
19/02/2016 5:40,100,1,100,1,34,5:40
19/02/2016 5:45,93,1,100,1,8,5:45
19/02/2016 5:50,107,1,100,0,563,5:50
19/02/2016 5:55,81,1,100,1,51,5:55
19/02/2016 6:00,91,1,100,1,45,6:00
19/02/2016 6:05,95,1,100,1,35,6:05
19/02/2016 6:10,102,1,100,0,1311,6:10
19/02/2016 6:15,121,1,100,0,1732,6:15
19/02/2016 6:20,126,1,100,0,1487,6:20
19/02/2016 6:25,135,1,100,0,689,6:25
19/02/2016 6:30,142,1,100,0,1254,6:30
19/02/2016 6:35,148,1,100,0,658,6:35
19/02/2016 6:40,176,1,100,0,782,6:40
19/02/2016 6:45,148,1,100,0,1393,6:45
19/02/2016 6:50,169,1,100,0,1501,6:50
19/02/2016 6:55,147,1,100,0,1249,6:55
19/02/2016 7:00,146,1,100,0,1840,7:00
19/02/2016 7:05,134,1,100,0,1060,7:05
19/02/2016 7:10,129,1,100,0,1533,7:10
19/02/2016 7:15,126,1,100,0,1769,7:15
19/02/2016 7:20,117,1,100,0,1257,7:20
19/02/2016 7:25,99,1,100,1,45,7:25
19/02/2016 7:30,67,1,100,1,48,7:30
19/02/2016 7:35,76,1,100,1,12,7:35
19/02/2016 7:40,81,1,100,1,26,7:40
19/02/2016 7:45,77,1,100,1,26,7:45
19/02/2016 7:50,77,1,100,1,8,7:50
19/02/2016 7:55,78,1,100,1,21,7:55
19/02/2016 8:00,89,1,100,1,59,8:00
19/02/2016 8:05,97,1,100,1,33,8:05
19/02/2016 8:10,94,1,100,1,3,8:10
19/02/2016 8:15,92,1,100,1,20,8:15
19/02/2016 8:20,79,1,100,1,14,8:20
19/02/2016 8:25,90,1,100,1,9,8:25
19/02/2016 8:30,91,1,100,1,27,8:30
19/02/2016 8:35,85,1,100,1,14,8:35
19/02/2016 8:40,85,1,100,1,25,8:40
19/02/2016 8:45,88,1,100,1,13,8:45
19/02/2016 8:50,93,1,100,1,26,8:50
19/02/2016 8:55,77,1,100,1,31,8:55
19/02/2016 9:00,94,1,100,1,4,9:00
19/02/2016 9:05,75,1,100,1,16,9:05
19/02/2016 9:10,90,1,100,1,53,9:10
19/02/2016 9:15,103,1,100,0,1375,9:15
19/02/2016 9:20,115,1,100,0,723,9:20
19/02/2016 9:25,115,1,100,0,1446,9:25
19/02/2016 9:30,101,1,100,0,649,9:30
19/02/2016 9:35,117,1,100,0,1851,9:35
19/02/2016 9:40,40,1,100,1,13,9:40
19/02/2016 9:45,113,1,0,0,1614,9:45
19/02/2016 9:50,110,1,100,0,1292,9:50
19/02/2016 9:55,93,1,100,1,14,9:55
19/02/2016 10:00,99,1,100,1,28,10:00
19/02/2016 10:05,121,1,100,0,805,10:05
19/02/2016 10:10,110,1,100,0,623,10:10
19/02/2016 10:15,104,1,100,0,1611,10:15
19/02/2016 10:20,116,1,100,0,717,10:20
19/02/2016 10:25,106,1,100,0,437,10:25
19/02/2016 10:30,111,1,100,0,1380,10:30
19/02/2016 10:35,100,1,100,1,37,10:35
19/02/2016 10:40,101,1,100,0,1788,10:40
19/02/2016 10:45,115,1,100,0,1084,10:45
19/02/2016 10:50,105,1,100,0,1735,10:50
19/02/2016 10:55,112,1,100,0,185,10:55
19/02/2016 11:00,116,1,100,0,277,11:00
19/02/2016 11:05,115,1,100,0,1541,11:05
19/02/2016 11:10,101,1,100,0,1201,11:10
19/02/2016 11:15,102,1,100,0,221,11:15
19/02/2016 11:20,104,1,100,0,545,11:20
19/02/2016 11:25,112,1,100,0,398,11:25
19/02/2016 11:30,104,1,100,0,181,11:30
19/02/2016 11:35,98,1,100,1,39,11:35
19/02/2016 11:40,113,1,100,0,1275,11:40
19/02/2016 11:45,100,1,100,1,10,11:45
19/02/2016 11:50,105,1,100,0,185,11:50
19/02/2016 11:55,105,1,100,0,1743,11:55
19/02/2016 12:00,99,1,100,1,32,12:00
19/02/2016 12:05,96,1,100,1,3,12:05
19/02/2016 12:10,96,1,100,1,23,12:10
